URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://terminology.hl7.org/CodeSystem/list-order,1.0.0,draft,"2.16.840.1.113883.4.642.1.1107",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","ValueSet/list-order"
http://terminology.hl7.org/CodeSystem/location-physical-type,2.0.0,draft,"2.16.840.1.113883.4.642.1.1108",LocationType,Location type,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.  This includes several 'non physical' codes which are still considered a location.","ValueSet/location-physical-type"
http://terminology.hl7.org/CodeSystem/match-grade,1.0.0,draft,"2.16.840.1.113883.4.642.1.1289",MatchGrade,MatchGrade,"A Master Patient Index (MPI) assessment of whether a candidate patient record is a match or not.","ValueSet/match-grade"
http://terminology.hl7.org/CodeSystem/measure-aggregate-method,2.0.0,active,,MeasureAggregateMethod,Measure Aggregate Method,"Aggregation method for a measure (e.g. sum, average, median, minimum, maximum,    count)","ValueSet/measure-aggregate-method"
http://terminology.hl7.org/CodeSystem/measure-data-usage,1.0.0,draft,"2.16.840.1.113883.4.642.1.1234",MeasureDataUsage,MeasureDataUsage,"The intended usage for supplemental data elements in the measure.","ValueSet/measure-data-usage"
http://terminology.hl7.org/CodeSystem/measure-improvement-notation,1.0.0,draft,"2.16.840.1.113883.4.642.1.1395",MeasureImprovementNotation,MeasureImprovementNotation,"Observation values that indicate what change in a measurement value or score is indicative of an improvement in the measured item or scored issue.","ValueSet/measure-improvement-notation"
http://terminology.hl7.org/CodeSystem/measure-population,1.0.0,draft,"2.16.840.1.113883.4.642.1.1231",MeasurePopulationType,MeasurePopulationType,"The type of population.","ValueSet/measure-population"
http://terminology.hl7.org/CodeSystem/measure-scoring,3.0.0,draft,"2.16.840.1.113883.4.642.1.1232",MeasureScoring,MeasureScoring,"The scoring type of the measure.","ValueSet/measure-scoring"
http://terminology.hl7.org/CodeSystem/measure-supplemental-data,2.0.0,draft,,MeasureSupplementalData,MeasureSupplementalData,"Identifier supplemental data in a population for measuring purposes.","ValueSet/measure-supplemental-data"
http://terminology.hl7.org/CodeSystem/measure-type,3.0.0,draft,"2.16.840.1.113883.4.642.1.1233",MeasureType,MeasureType,"The type of measure (includes codes from 2.16.840.1.113883.1.11.20368).","ValueSet/measure-type"
http://terminology.hl7.org/CodeSystem/med-admin-perform-function,1.0.0,draft,"2.16.840.1.113883.4.642.1.1112",MedicationAdministrationPerformerFunctionCodes,MedicationAdministration Performer Function Codes,"MedicationAdministration Performer Function Codes","ValueSet/med-admin-perform-function"
http://terminology.hl7.org/CodeSystem/medication-admin-location,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",MedicationAdministrationLocationCodes,MedicationAdministration Location Codes,"MedicationAdministration Location Codes","ValueSet/medication-admin-location"
http://terminology.hl7.org/CodeSystem/medication-usage-admin-location,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",MedicationUsageAdministrationLocationCodes,MedicationUsage Administration Location Codes,"MedicationUsage Administration Location Codes","ValueSet/medication-usage-admin-location"
http://terminology.hl7.org/CodeSystem/medicationdispense-performer-function,1.0.0,draft,"2.16.840.1.113883.4.642.1.1319",MedicationDispensePerformerFunctionCodes,MedicationDispense Performer Function Codes,"MedicationDispense Performer Function Codes","ValueSet/medicationdispense-performer-function"
http://terminology.hl7.org/CodeSystem/medicationknowledge-characteristic,1.0.0,draft,"2.16.840.1.113883.4.642.1.1338",MedicationKnowledgeCharacteristicCodes,MedicationKnowledge Characteristic Codes,"MedicationKnowledge Characteristic Codes","ValueSet/medicationknowledge-characteristic"
http://terminology.hl7.org/CodeSystem/medicationknowledge-package-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1340",MedicationKnowledgePackageTypeCodes,MedicationKnowledge Package Type Codes,"MedicationKnowledge Package Type Codes","ValueSet/medicationknowledge-package-type"
http://terminology.hl7.org/CodeSystem/medicationknowledge-status,1.0.0,draft,"2.16.840.1.113883.4.642.1.1336",MedicationKnowledgeStatusCodes,MedicationKnowledge Status Codes,"MedicationKnowledge Status Codes","ValueSet/medicationknowledge-status"
http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",MedicationRequest_Administration_Location_Codes,Medication request  administration  location  codes,"MedicationRequest Administration Location Codes","ValueSet/medicationrequest-admin-location"
http://terminology.hl7.org/CodeSystem/medicationrequest-category,1.0.0,draft,"2.16.840.1.113883.4.642.1.1323",MedicationRequestCategoryCodes,MedicationRequest Category Codes,"MedicationRequest Category Codes","ValueSet/medicationrequest-category"
http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,1.0.0,draft,"2.16.840.1.113883.4.642.1.1327",MedicationRequestCourseOfTherapyCodes,MedicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","ValueSet/medicationrequest-course-of-therapy"
http://terminology.hl7.org/CodeSystem/medicationrequest-status-reason,1.0.0,draft,"2.16.840.1.113883.4.642.1.1325",MedicationRequestStatusReasonCodes,MedicationRequest Status Reason Codes,"MedicationRequest Status Reason Codes","ValueSet/medicationrequest-status-reason"
http://terminology.hl7.org/CodeSystem/message-reasons-encounter,1.0.0,draft,"2.16.840.1.113883.4.642.1.1122",ExampleMessageReasonCodes,Example Message Reason Codes,"Example Message Reasons. These are the set of codes that might be used an updating an encounter using admin-update.","ValueSet/message-reason-encounter"
http://terminology.hl7.org/CodeSystem/missingtoothreason,1.0.0,draft,"2.16.840.1.113883.4.642.1.1150",MissingToothReasonCodes,Missing Tooth Reason Codes,"This value set includes sample Missing Tooth Reason codes.","ValueSet/missing-tooth-reason"
http://terminology.hl7.org/CodeSystem/modifiers,1.0.0,draft,"2.16.840.1.113883.4.642.1.1151",ModifierTypeCodes,Modifier type Codes,"This value set includes sample Modifier type codes.","ValueSet/claim-modifiers"
http://terminology.hl7.org/CodeSystem/naics,2.0.1,retired,"2.16.840.1.113883.6.85",Naics,North American Industry Classification System,"North American Industry Classification System(NAICS) for the United States, a new economic classification system that replaces the 1987 Standard Industrial Classification (SIC) for statistical purposes. NAICS is a system for classifying establishments by type of economic activity. Its purposes are: (1) to facilitate the collection, tabulation, presentation, and analysis of data relating to establishments, and (2) to promote uniformity and comparability in the presentation of statistical data describing the economy. NAICS will be used by Federal statistical agencies that collect or publish data by industry.","ValueSet/v3-OrganizationIndustryClassNAICS,ValueSet/v3-IndustryClassificationSystem"
http://terminology.hl7.org/CodeSystem/need,1.0.0,draft,"2.16.840.1.113883.4.642.1.883",Need,Need,"The frequency with which the target must be validated","ValueSet/verificationresult-need"
http://terminology.hl7.org/CodeSystem/nubc-UB92,2.0.1,active,"2.16.840.1.113883.6.21",NubcUB92,National Uniform Billing Council, UB 92,"National Uniform Billing Council, UB 92","ValueSet/v3-USEncounterReferralSource,ValueSet/v3-USEncounterDischargeDisposition,ValueSet/v3-EmploymentStatusUB92"
http://terminology.hl7.org/CodeSystem/nutrition-intake-category,1.0.0,draft,"2.16.840.1.113883.4.642.1.1431",NutritionIntakeWCategoryCodes,Nutrition intake category codes,"NutritionIntake Category Codes","ValueSet/nutrition-intake-category"
http://terminology.hl7.org/CodeSystem/object-role,1.0.0,draft,"2.16.840.1.113883.4.642.1.1135",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","ValueSet/object-role"
http://terminology.hl7.org/CodeSystem/observation-category,1.0.0,draft,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/observation-statistics,1.0.0,draft,"2.16.840.1.113883.4.642.1.1126",StatisticsCode,StatisticsCode,"The statistical operation parameter -""statistic"" codes.","ValueSet/observation-statistics"
http://terminology.hl7.org/CodeSystem/organization-type,2.0.0,draft,"2.16.840.1.113883.4.642.1.1128",OrganizationType,Organization type,"This example value set defines a set of codes that can be used to indicate a type of organization.","ValueSet/organization-type"
http://terminology.hl7.org/CodeSystem/parameter-group,1.0.0,draft,"2.16.840.1.113883.4.642.1.1264",DeviceDefinitionParameterGroup,DeviceDefinitionParameterGroup,"Codes identifying groupings of parameters; e.g. Cardiovascular.","ValueSet/parameter-group"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/payeetype,1.0.0,draft,"2.16.840.1.113883.4.642.1.1050",ClaimPayeeTypeCodes,Payee Type Codes,"Codes indicating the type of party to be reimbursed for cost of products and services.","ValueSet/payeetype"
http://terminology.hl7.org/CodeSystem/payment-adjustment-reason,1.0.0,draft,"2.16.840.1.113883.4.642.1.1173",PaymentAdjustmentReasonCodes,Payment Adjustment Reason Codes,"This value set includes smattering of Payment Adjustment Reason codes.","ValueSet/payment-adjustment-reason"
http://terminology.hl7.org/CodeSystem/payment-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1186",PaymentTypeCodes,Payment Type Codes,"This value set includes sample Payment Type codes.","ValueSet/payment-type"
http://terminology.hl7.org/CodeSystem/paymentstatus,1.0.0,draft,"2.16.840.1.113883.4.642.1.1187",PaymentStatusCodes,Payment Status Codes,"This value set includes a sample set of Payment Status codes.","ValueSet/payment-status"
http://terminology.hl7.org/CodeSystem/plan-definition-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1245",PlanDefinitionType,PlanDefinitionType,"The type of PlanDefinition.","ValueSet/plan-definition-type"
http://terminology.hl7.org/CodeSystem/primary-source-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.893",Primary_source_type,Primary-source-type,"Type of the validation primary source","ValueSet/verificationresult-primary-source-type"
http://terminology.hl7.org/CodeSystem/processpriority,1.0.0,draft,"2.16.840.1.113883.4.642.1.1155",ProcessPriorityCodes,Process Priority Codes,"This value set includes the financial processing priority codes.","ValueSet/process-priority"
http://terminology.hl7.org/CodeSystem/program,1.0.0,draft,"2.16.840.1.113883.4.642.1.1384",Program,Program,"This value set defines an example set of codes that could be can be used to classify groupings of service-types/specialties.","ValueSet/program"
http://terminology.hl7.org/CodeSystem/provenance-participant-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1131",ProvenanceParticipantType,Provenance participant type,"The type of participation a provenance participant.","ValueSet/provenance-agent-type"
http://terminology.hl7.org/CodeSystem/push-type-available,1.0.0,draft,"2.16.840.1.113883.4.642.1.899",Push_type_available,Push-type-available,"Type of alerts/updates the primary source can send","ValueSet/verificationresult-push-type-available"
http://terminology.hl7.org/CodeSystem/question-max-occurs,1.0.0,draft,"2.16.840.1.113883.4.642.1.1272",MaxOccurs,MaxOccurs,"Flags an element as having unlimited repetitions.","ValueSet/question-max-occurs"
http://terminology.hl7.org/CodeSystem/questionnaire-usage-mode,1.0.0,draft,"2.16.840.1.113883.4.642.1.1274",QuestionnaireItemUsageMode,QuestionnaireItemUsageMode,"Identifies the modes of usage of a questionnaire that should enable a particular questionnaire item.","ValueSet/questionnaire-usage-mode"
http://terminology.hl7.org/CodeSystem/reaction-event-certainty,1.0.0,draft,"2.16.840.1.113883.4.642.1.1276",AllergyIntoleranceCertainty,AllergyIntoleranceCertainty,"Statement about the degree of clinical certainty that a specific substance was the cause of the manifestation in a reaction event.","ValueSet/reaction-event-certainty"
http://terminology.hl7.org/CodeSystem/reason-medication-given,1.0.0,draft,"2.16.840.1.113883.4.642.1.1110",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","ValueSet/reason-medication-given-codes"
http://terminology.hl7.org/CodeSystem/recommendation-strength,1.0.0,draft,"2.16.840.1.113883.4.642.1.1268",StrengthOfRecommendationRating,StrengthOfRecommendationRating,"A rating system that describes the strength of the recommendation, such as the GRADE, DynaMed, or HGPS systems.","ValueSet/recommendation-strength"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.0,draft,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/rejection-criteria,1.0.0,draft,"2.16.840.1.113883.4.642.1.1260",RejectionCriterion,RejectionCriterion,"Criterion for rejection of the specimen by laboratory.","ValueSet/rejection-criteria"
http://terminology.hl7.org/CodeSystem/research-study-objective-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1248",ResearchStudyObjectiveType,ResearchStudyObjectiveType,"Codes for the kind of study objective.","ValueSet/research-study-objective-type"
http://terminology.hl7.org/CodeSystem/research-study-phase,1.0.0,draft,"2.16.840.1.113883.4.642.1.1247",ResearchStudyPhase,ResearchStudyPhase,"Codes for the stage in the progression of a therapy from initial experimental use in humans in clinical trials to post-market evaluation.","ValueSet/research-study-phase"
http://terminology.hl7.org/CodeSystem/research-study-prim-purp-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1250",ResearchStudyPrimaryPurposeType,ResearchStudyPrimaryPurposeType,"Codes for the main intent of the study.","ValueSet/research-study-prim-purp-type"
http://terminology.hl7.org/CodeSystem/research-study-reason-stopped,1.0.0,draft,"2.16.840.1.113883.4.642.1.1249",ResearchStudyReasonStopped,ResearchStudyReasonStopped,"Codes for why the study ended prematurely.","ValueSet/research-study-reason-stopped"
http://terminology.hl7.org/CodeSystem/research-subject-milestone,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",ResearchSubjectMilestone,ResearchSubjectMilestone,"Indicates the progression of a study subject through the study milestones.","ValueSet/research-subject-milestone"
http://terminology.hl7.org/CodeSystem/research-subject-state,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",ResearchSubjectState,ResearchSubjectState,"Indicates the progression of a study subject through a study.","ValueSet/research-subject-state"
http://terminology.hl7.org/CodeSystem/research-subject-state-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",ResearchSubjectStateType,ResearchSubjectStateType,"Identifies the kind of state being refered to.","ValueSet/research-subject-state-type"
http://terminology.hl7.org/CodeSystem/resource-security-category,1.0.0,draft,"2.16.840.1.113883.4.642.1.1404",ResourceSecurityCategory,ResourceSecurityCategory,"Provides general guidance around the kind of access Control to Read, Search, Create, Update, or Delete a resource.","ValueSet/resource-security-category"
http://terminology.hl7.org/CodeSystem/resource-type-link,1.0.0,draft,"2.16.840.1.113883.4.642.1.1180",PayeeResourceType,PayeeResourceType,"The type of payee Resource.","ValueSet/resource-type-link"
http://terminology.hl7.org/CodeSystem/risk-probability,1.0.0,draft,"2.16.840.1.113883.4.642.1.1133",RiskProbability,Risk Probability,"Codes representing the likelihood of a particular outcome in a risk assessment.","ValueSet/risk-probability"
http://terminology.hl7.org/CodeSystem/security-source-type,1.0.0,active,"2.16.840.1.113883.4.642.1.1137",AuditEventSourceType,Audit Event Source Type,"The type of process where the audit event originated from.","ValueSet/audit-source-type"
http://terminology.hl7.org/CodeSystem/service-category,1.1.0,draft,"2.16.840.1.113883.4.642.1.1144",ServiceCategory,Service category,"This value set defines an example set of codes that can be used to classify groupings of service-types/specialties.","ValueSet/service-category"
http://terminology.hl7.org/CodeSystem/service-provision-conditions,1.0.0,draft,"2.16.840.1.113883.4.642.1.1143",ServiceProvisionConditions,ServiceProvisionConditions,"The code(s) that detail the conditions under which the healthcare service is available/offered.","ValueSet/service-provision-conditions"
http://terminology.hl7.org/CodeSystem/service-referral-method,1.0.0,draft,"2.16.840.1.113883.4.642.1.1142",ReferralMethod,ReferralMethod,"The methods of referral can be used when referring to a specific HealthCareService resource.","ValueSet/service-referral-method"
http://terminology.hl7.org/CodeSystem/service-type,1.1.0,draft,"2.16.840.1.113883.4.642.1.1145",ServiceType,Service type,"This value set defines an example set of codes of service-types.","ValueSet/service-type"
http://terminology.hl7.org/CodeSystem/sex-parameter-for-clinical-use,2.0.0,active,"2.16.840.1.113883.4.642.4.2038",SexParameterForClinicalUseCS,Sex Parameter For Clinical Use,"A summary parameter that provides guidance on how a receiver should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc..","ValueSet/sex-parameter-for-clinical-use"
http://terminology.hl7.org/CodeSystem/smart-capabilities,1.0.0,draft,"2.16.840.1.113883.4.642.1.1265",SmartCapabilities,SmartCapabilities,"Codes that define what the server is capable of.","ValueSet/smart-capabilities"
http://terminology.hl7.org/CodeSystem/software-system-type-codes,1.0.0,active,,SoftwareSystemTypeCodes,Software System Type Codes,"Types of software systems that support knowledge artifact authoring and evaluation (authoring, testing, tooling, evaluation)","ValueSet/software-system-type"
http://terminology.hl7.org/CodeSystem/special-values,1.0.0,draft,"2.16.840.1.113883.4.642.1.1049",SpecialValues,SpecialValues,"A set of generally useful codes defined so they can be included in value sets.","ValueSet/special-values"
http://terminology.hl7.org/CodeSystem/standards-status,1.0.0,draft,"2.16.840.1.113883.4.642.1.1366",StandardsStatus,StandardsStatus,"HL7 Ballot/Standards status of artifact.","ValueSet/standards-status"
http://terminology.hl7.org/CodeSystem/state-change-reason,1.0.0,draft,"2.16.840.1.113883.4.642.1.0",StateChangeReason,StateChangeReason,"Indicates why the state of the subject changed.","ValueSet/state-change-reason"
http://terminology.hl7.org/CodeSystem/statistic-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1411",StatisticStatisticType,StatisticStatisticType,"The type of a specific statistic.","ValueSet/statistic-type"
http://terminology.hl7.org/CodeSystem/study-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1350",StatisticStudyType,StatisticStudyType,"The type of study a statistic was derived from.","ValueSet/study-type"
http://terminology.hl7.org/CodeSystem/subscriber-relationship,1.0.0,draft,"2.16.840.1.113883.4.642.1.1386",SubscriberRelationshipCodes,SubscriberPolicyholder Relationship Codes,"This value set includes codes for the relationship between the Subscriber and the Beneficiary (insured/covered party/patient).","ValueSet/subscriber-relationship"
http://terminology.hl7.org/CodeSystem/subscription-channel-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1432",SubscriptionChannelTypeCodes,SubscriptionChannel Type Codes,"The type of method used to execute a subscription","ValueSet/subscription-channel-type"
http://terminology.hl7.org/CodeSystem/subscription-error,1.0.0,draft,"2.16.840.1.113883.4.642.1.1438",SubscriptionErrorCodes,Subscription Error Codes,"Codes to represent subscription error details","ValueSet/subscription-error"
http://terminology.hl7.org/CodeSystem/subscription-status-at-event,1.0.0,draft,"2.16.840.1.113883.4.642.1.1465",SubscriptionStatusAtEvent,SubscriptionStatusAtEvent,"A status code for the state of the Subscription.","ValueSet/subscription-status-at-event"
http://terminology.hl7.org/CodeSystem/subscription-tag,1.0.0,draft,"2.16.840.1.113883.4.642.1.1141",SubscriptionTag,SubscriptionTag,"Tags to put on a resource after subscriptions have been sent.","ValueSet/subscription-tag"
http://terminology.hl7.org/CodeSystem/substance-category,1.0.0,draft,"2.16.840.1.113883.4.642.1.1138",SubstanceCategoryCodes,Substance Category Codes,"Substance category codes","ValueSet/substance-category"
http://terminology.hl7.org/CodeSystem/supply-item-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1194",SupplyItemType,Supply Item Type,"This value sets refers to a specific supply item.","ValueSet/supplydelivery-type"
http://terminology.hl7.org/CodeSystem/supply-kind,1.0.0,draft,"2.16.840.1.113883.4.642.1.1192",SupplyType,Supply Type,"This value sets refers to a Category of supply.","ValueSet/supplyrequest-kind"
http://terminology.hl7.org/CodeSystem/supplyrequest-reason,1.0.0,draft,"2.16.840.1.113883.4.642.1.1193",SupplyRequestReason,SupplyRequestReason,"The reason why the supply item was requested.","ValueSet/supplyrequest-reason"
http://terminology.hl7.org/CodeSystem/synthesis-type,2.0.0,draft,"2.16.840.1.113883.4.642.1.1348",StatisticSynthesisType,StatisticSynthesisType,"Types of combining results from a body of evidence (eg. summary data meta-analysis).","ValueSet/synthesis-type"
http://terminology.hl7.org/CodeSystem/testscript-operation-codes,1.0.0,draft,"2.16.840.1.113883.4.642.1.1195",TestScriptOperationCode,Test script operation code,"This value set defines a set of codes that are used to indicate the supported operations of a testing engine or tool.","ValueSet/testscript-operation-codes"
http://terminology.hl7.org/CodeSystem/testscript-profile-destination-types,1.0.0,draft,"2.16.840.1.113883.4.642.1.1197",TestScriptProfileDestinationType,Test script profile destination type,"This value set defines a set of codes that are used to indicate the profile type of a test system when acting as the destination within a TestScript.","ValueSet/testscript-profile-destination-types"
http://terminology.hl7.org/CodeSystem/testscript-profile-origin-types,1.0.0,draft,"2.16.840.1.113883.4.642.1.1196",TestScriptProfileOriginType,Test script profile origin type,"This value set defines a set of codes that are used to indicate the profile type of a test system when acting as the origin within a TestScript.","ValueSet/testscript-profile-origin-types"
http://terminology.hl7.org/CodeSystem/triggerEventID,3.0.0,active,"2.16.840.1.113883.1.18",TriggerEventID,Trigger Event ID,"**Description:** This code system contains all HL7 artifacts of type TE (Trigger Event) that are created by HL7 or its affiliates or their designates using the realm namespacing rules approved by HL7. Local implementations who create trigger events outside of these namespacing rules, (e.g. using the ZZ realm code) must register their own code system. The specific list of legal codes can be found by consulting the HL7 publications (editions, ballots, implementation guides, etc.) published by HL7 Inc. and by the various HL7 affiliates and their designates. Codes shall be expressed in upper case, with separator as shown in HL7 publications with no version id. E.g. PORX\_TE123456UV.","ValueSet/v3-TriggerEventID,ValueSet/v3-LabResultTriggerEvents"
http://terminology.hl7.org/CodeSystem/usage-context-type,2.0.0,draft,"2.16.840.1.113883.4.642.1.1068",UsageContextType,UsageContextType,"A code that specifies a type of context being specified by a usage context.","ValueSet/usage-context-type"
http://terminology.hl7.org/CodeSystem/v2-0092,2.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0532,2.0.0,active,"2.16.840.1.113883.18.347",ExpandedYesNoIndicator,expandedYes-NoIndicator,"HL7-defined code system of concepts used to specify an expansion on the original Yes/No indicator table by including ""flavors of null"".  It is intended to be applied to fields where the response is not limited to ""yes"" or ""no"".  Used in numerous locations in HL7 Version 2.x messaging.","ValueSet/yes-no-unknown-not-asked"
http://terminology.hl7.org/CodeSystem/v2-0937,2.0.0,active,"2.16.840.1.113883.18.440",ObservationSubtype,observationSubtype,"HL7-defined code system of concepts specifying the observation sub-type.  Used in HL7 Version 2.x messaging in the OBX segment.","ValueSet/v3-LaboratoryObservationSubtype"
http://terminology.hl7.org/CodeSystem/v3-AcknowledgementCondition,3.0.0,active,"2.16.840.1.113883.5.1050",AcknowledgementCondition,AcknowledgementCondition,"The codes identify the conditions under which accept acknowledgements are required to be returned in response to this message. Note that accept acknowledgement address two different issues at the same time: reliable transport as well as syntactical correctness","ValueSet/v3-AcknowledgementCondition"
http://terminology.hl7.org/CodeSystem/v3-AcknowledgementDetailCode,3.0.0,active,"2.16.840.1.113883.5.1100",AcknowledgementDetailCode,AcknowledgementDetailCode,"*OpenIssue:*Missing description.","ValueSet/v3-AcknowledgementDetailSyntaxErrorCode,ValueSet/v3-AcknowledgementDetailCode,ValueSet/v3-AcknowledgementDetailNotSupportedCode"
http://terminology.hl7.org/CodeSystem/v3-AcknowledgementDetailType,3.0.0,active,"2.16.840.1.113883.5.1082",AcknowledgementDetailType,AcknowledgementDetailType,"A code identifying the specific message to be provided.    *Discussion:* A textual value may be specified as the print name, or for non-coded messages, as the original text.    *Examples:* 'Required attribute xxx is missing', 'System will be unavailable March 19 from 0100 to 0300'","ValueSet/v3-AcknowledgementDetailType"
http://terminology.hl7.org/CodeSystem/v3-AcknowledgementType,3.0.0,active,"2.16.840.1.113883.5.18",AcknowledgementType,AcknowledgementType,"This attribute contains an acknowledgement code as described in the HL7 message processing rules.    *OpenIssue:* Description was copied from attribute and needs to be improved to be appropriate for a code system.","ValueSet/v3-AcknowledgementType"
